"","X_id","dataCollectionDate","beachName","windSpeed","windDirection","airTemp","rain","rainAmount","waterTemp","waterFowl","waveAction","waterClarity","turbidity"
"8221",8221,"2016-06-04","Sunnyside Beach",NA,"N",18,"No",NA,15,45,"LOW","murky",2.21
"8222",8222,"2016-06-04","Hanlan's Point Beach",NA,"N",18,"No",NA,11,9,"LOW","clear",NA
"8223",8223,"2016-06-04","Gibraltar Point Beach",NA,"N",18,"No",NA,13,3,"LOW","clear",NA
"8224",8224,"2016-06-04","Centre Island Beach",NA,"N",18,"No",NA,15,37,"LOW","clear",NA
"8225",8225,"2016-06-04","Ward's Island Beach",NA,"N",18,"No",NA,15,100,"LOW","clear",NA
"8226",8226,"2016-06-04","Cherry Beach",NA,"N",18,"No",NA,17,75,"LOW","clear",NA
"8227",8227,"2016-06-04","Woodbine Beaches",NA,"N",18,"No",NA,16,10,"LOW","clear",NA
"8228",8228,"2016-06-04","Kew Balmy Beach",NA,"N",18,"No",NA,16,20,"LOW","Algae",NA
"8229",8229,"2016-06-04","Bluffer's Beach Park",NA,"N",18,"No",NA,18,12,"LOW","clear",NA
"8230",8230,"2016-06-05","Marie Curtis Park East Beach",11,"SE",19,"Yes",3,14,4,"HIGH","murky",2.82
"8231",8231,"2016-06-05","Sunnyside Beach",11,"SE",19,"Yes",3,15,50,"HIGH","murky",1.92
"8232",8232,"2016-06-05","Hanlan's Point Beach",11,"SE",19,"Yes",3,13,20,"MOD","cloudy",NA
"8233",8233,"2016-06-05","Gibraltar Point Beach",11,"SE",19,"Yes",3,12,10,"MOD","cloudy",NA
"8234",8234,"2016-06-05","Centre Island Beach",11,"SE",19,"Yes",3,14,40,"MOD","cloudy",NA
"8235",8235,"2016-06-05","Ward's Island Beach",11,"SE",19,"Yes",3,15,15,"LOW","murky",NA
"8236",8236,"2016-06-05","Cherry Beach",11,"SE",19,"Yes",3,15,10,"LOW","cloudy",NA
"8237",8237,"2016-06-05","Woodbine Beaches",11,"SE",19,"Yes",3,11,NA,"HIGH","Cloudy",NA
"8238",8238,"2016-06-05","Kew Balmy Beach",11,"SE",19,"Yes",3,11,4,"MOD","Cloudy",NA
"8239",8239,"2016-06-05","Bluffer's Beach Park",11,"SE",19,"Yes",3,18,4,"HIGH","Cloudy",NA
"8240",8240,"2016-06-09","Marie Curtis Park East Beach",17,"NW",10,"No",NA,5,17,"LOW","Clear",0.36
"8241",8241,"2016-06-09","Sunnyside Beach",17,"NW",10,"No",NA,3,37,"LOW","Clear",0.47
"8242",8242,"2016-06-09","Hanlan's Point Beach",17,"NW",10,"No",NA,4,25,"LOW","Clear",NA
"8243",8243,"2016-06-09","Gibraltar Point Beach",17,"NW",10,"No",NA,5,20,"LOW","Clear",NA
"8244",8244,"2016-06-09","Centre Island Beach",17,"NW",10,"No",NA,6,40,"LOW","Clear",NA
"8245",8245,"2016-06-09","Ward's Island Beach",17,"NW",10,"No",NA,8,45,"LOW","Clear",NA
"8246",8246,"2016-06-09","Cherry Beach",17,"NW",10,"No",NA,10,60,"LOW","Clear",NA
"8247",8247,"2016-06-09","Woodbine Beaches",17,"NW",10,"No",NA,6,32,"LOW","Clear",NA
"8248",8248,"2016-06-09","Kew Balmy Beach",17,"NW",10,"No",NA,6,64,"LOW","Clear",NA
"8249",8249,"2016-06-09","Bluffer's Beach Park",17,"NW",10,"No",NA,6,13,"LOW","Clear",NA
"8250",8250,"2016-06-13","Marie Curtis Park East Beach",13,"N",13,"No",NA,5,11,"LOW","clear",0.37
"8251",8251,"2016-06-13","Sunnyside Beach",13,"N",13,"No",NA,5,39,"LOW","clear",0.62
"8252",8252,"2016-06-13","Hanlan's Point Beach",13,"N",13,"No",NA,6,6,"LOW","clear",NA
"8253",8253,"2016-06-13","Gibraltar Point Beach",13,"N",13,"No",NA,10,10,"LOW","clear",NA
"8254",8254,"2016-06-13","Centre Island Beach",13,"N",13,"No",NA,10,13,"LOW","clear",NA
"8255",8255,"2016-06-13","Ward's Island Beach",13,"N",13,"No",NA,12,18,"LOW","clear",NA
"8256",8256,"2016-06-13","Cherry Beach",13,"N",13,"No",NA,14,16,"LOW","clear",NA
"8257",8257,"2016-06-13","Woodbine Beaches",13,"N",13,"No",NA,8,23,"LOW","clear",NA
"8258",8258,"2016-06-13","Kew Balmy Beach",13,"N",13,"No",NA,8,58,"LOW","clear",NA
"8259",8259,"2016-06-13","Bluffer's Beach Park",13,"N",13,"No",NA,8,14,"LOW","clear",NA
"8260",8260,"2016-06-22","Marie Curtis Park East Beach",18,"NW",17,"No",NA,8,60,"LOW","Clear",1.02
"8261",8261,"2016-06-22","Sunnyside Beach",18,"NW",17,"No",NA,10,110,"LOW","Murky",0.77
"8262",8262,"2016-06-22","Hanlan's Point Beach",18,"NW",17,"No",NA,8,50,"LOW","Clear",NA
"8263",8263,"2016-06-22","Gibraltar Point Beach",18,"NW",17,"No",NA,9,30,"LOW","Clear",NA
"8264",8264,"2016-06-22","Centre Island Beach",18,"NW",17,"No",NA,10,16,"LOW","Clear",NA
"8265",8265,"2016-06-22","Ward's Island Beach",18,"NW",17,"No",NA,13,19,"LOW","Clear",NA
"8266",8266,"2016-06-22","Cherry Beach",18,"NW",17,"No",NA,15,33,"LOW","Clear",NA
"8267",8267,"2016-06-22","Woodbine Beaches",18,"NW",17,"No",NA,7,3,"LOW","Clear",NA
"8268",8268,"2016-06-22","Kew Balmy Beach",18,"NW",17,"No",NA,7,5,"LOW","Clear",NA
"8269",8269,"2016-06-22","Bluffer's Beach Park",18,"NW",17,"No",NA,8,NA,"LOW","Clear",NA
"8270",8270,"2016-06-28","Marie Curtis Park East Beach",11,"NW",18,"No",NA,9,30,"LOW","clear",0.62
"8271",8271,"2016-06-28","Sunnyside Beach",11,"NW",18,"No",NA,9,10,"LOW","clear",0.8
"8272",8272,"2016-06-28","Hanlan's Point Beach",11,"NW",18,"No",NA,12,16,"LOW","clear",NA
"8273",8273,"2016-06-28","Gibraltar Point Beach",11,"NW",18,"No",NA,12,10,"LOW","clear",NA
"8274",8274,"2016-06-28","Centre Island Beach",11,"NW",18,"No",NA,14,5,"LOW","clear",NA
"8275",8275,"2016-06-28","Ward's Island Beach",11,"NW",18,"No",NA,16,7,"LOW","clear",NA
"8276",8276,"2016-06-28","Cherry Beach",11,"NW",18,"No",NA,16,13,"LOW","clear",NA
"8277",8277,"2016-06-28","Woodbine Beaches",11,"NW",18,"No",NA,13,34,"LOW","clear",NA
"8278",8278,"2016-06-28","Kew Balmy Beach",11,"NW",18,"No",NA,24,92,"LOW","clear",NA
"8279",8279,"2016-06-28","Bluffer's Beach Park",11,"NW",18,"No",NA,12,64,"LOW","clear",NA
"8280",8280,"2016-06-29","Marie Curtis Park East Beach",9,"NW",17,"No",NA,10,47,"LOW","Clear",1.12
"8281",8281,"2016-06-29","Sunnyside Beach",9,"NW",17,"No",NA,10,52,"LOW","Clear",0.74
"8282",8282,"2016-06-29","Hanlan's Point Beach",9,"NW",17,"No",NA,10,30,"LOW","Clear",NA
"8283",8283,"2016-06-29","Gibraltar Point Beach",9,"NW",17,"No",NA,12,5,"LOW","Clear",NA
"8284",8284,"2015-08-03","Marie Curtis Park East Beach",24,"W",18,"Yes",20,11,NA,"MOD","Clear + debris",5.33
"8285",8285,"2015-08-03","Sunnyside Beach",24,"W",18,"Yes",20,12,2,"MOD","Clear",3.11
"8286",8286,"2015-08-03","Hanlan's Point Beach",24,"W",18,"Yes",20,12,86,"HIGH","Cloudy",NA
"8287",8287,"2015-08-03","Gibraltar Point Beach",24,"W",18,"Yes",20,11,13,"HIGH","Cloudy",NA
"8288",8288,"2015-08-03","Centre Island Beach",24,"W",18,"Yes",20,7,124,"LOW","Cloudy",NA
"8289",8289,"2015-08-03","Ward's Island Beach",24,"W",18,"Yes",20,13,NA,"HIGH","Cloudy",NA
"8290",8290,"2015-08-03","Cherry Beach",24,"W",18,"Yes",14,16,28,"HIGH","Cloudy",NA
"8291",8291,"2015-08-03","Woodbine Beaches",24,"W",18,"Yes",14,8,NA,"MOD","Murky, lots of stirred sand",NA
"8292",8292,"2015-08-03","Kew Balmy Beach",24,"W",18,"Yes",14,8,4,"LOW","Murky",NA
"8293",8293,"2015-08-03","Bluffer's Beach Park",24,"W",18,"Yes",14,8,4,"MOD","Clear",NA
"8294",8294,"2015-08-08","Marie Curtis Park East Beach",15,"NE",18,"No",NA,8,3,"MOD","Clear",1.72
"8295",8295,"2015-08-08","Sunnyside Beach",15,"NE",18,"No",NA,8,10,"MOD","Clear",3.3
"8296",8296,"2015-08-08","Hanlan's Point Beach",15,"NE",18,"No",NA,12,43,"MOD","Cloudy",NA
"8297",8297,"2015-08-08","Gibraltar Point Beach",15,"NE",18,"No",NA,12,NA,"MOD","Cloudy",NA
"8298",8298,"2015-08-08","Centre Island Beach",15,"NE",18,"No",NA,12,17,"MOD","Cloudy",NA
"8299",8299,"2015-08-08","Ward's Island Beach",15,"NE",18,"No",NA,12,NA,"MOD","Cloudy",NA
"8300",8300,"2015-08-08","Cherry Beach",14,"E",18,"No",NA,10,23,"MOD","Cloudy",NA
"8301",8301,"2015-08-08","Woodbine Beaches",14,"E",18,"No",NA,16,11,"MOD","Clear",NA
"8302",8302,"2015-08-08","Kew Balmy Beach",14,"E",18,"No",NA,16,68,"MOD","Clear",NA
"8303",8303,"2015-08-08","Bluffer's Beach Park",14,"E",18,"No",NA,14,25,"HIGH","Murky",NA
"8304",8304,"2015-08-12","Marie Curtis Park East Beach",19,"NW",20,"Yes",0,12,3,"LOW","Clear",0.99
"8305",8305,"2015-08-12","Sunnyside Beach",19,"NW",20,"Yes",0,14,12,"LOW","Clear",0.69
"8306",8306,"2015-08-12","Hanlan's Point Beach",19,"NW",20,"Yes",0,15,15,"NONE","Clear",NA
"8307",8307,"2015-08-12","Gibraltar Point Beach",19,"NW",20,"Yes",0,16,16,"NONE","Clear",NA
"8308",8308,"2015-08-12","Centre Island Beach",19,"NW",20,"Yes",0,16,16,"NONE","Clear",NA
"8309",8309,"2015-08-12","Ward's Island Beach",19,"NW",20,"Yes",0,16,16,"NONE","Cloudy",NA
"8310",8310,"2015-08-12","Cherry Beach",19,"NW",20,"Yes",5,15,33,"NONE","Cloudy",NA
"8311",8311,"2015-08-12","Woodbine Beaches",19,"NW",20,"Yes",5,19,11,"LOW","Clear",NA
"8312",8312,"2015-08-12","Kew Balmy Beach",19,"NW",20,"Yes",5,19,NA,"LOW","Clear",NA
"8313",8313,"2015-08-12","Bluffer's Beach Park",19,"NW",20,"Yes",5,18,9,"LOW","Clear",NA
"8314",8314,"2015-08-15","Marie Curtis Park East Beach",6,"S",22,"Yes",3,20,6,"LOW","Clear",1.86
"8315",8315,"2015-08-15","Sunnyside Beach",6,"S",22,"Yes",3,18,24,"LOW","Clear",2.03
"8316",8316,"2015-08-15","Hanlan's Point Beach",6,"S",22,"Yes",3,16,24,"NONE","Cloudy",NA
"8317",8317,"2015-08-15","Gibraltar Point Beach",6,"S",22,"Yes",3,16,NA,"NONE","Cloudy",NA
"8318",8318,"2015-08-15","Centre Island Beach",6,"S",22,"Yes",3,17,101,"NONE","Cloudy",NA
"8319",8319,"2015-08-15","Ward's Island Beach",6,"S",22,"Yes",3,18,11,"NONE","Cloudy",NA
"8320",8320,"2015-08-15","Cherry Beach",4,"SW",21,"Yes",2,20,32,"NONE","Cloudy",NA
"8321",8321,"2015-08-15","Woodbine Beaches",4,"SW",21,"Yes",2,15,35,"LOW","Clear",NA
"8322",8322,"2015-08-15","Kew Balmy Beach",4,"SW",21,"Yes",2,15,42,"LOW","Clear",NA
"8323",8323,"2015-08-15","Bluffer's Beach Park",4,"SW",21,"Yes",2,14,13,"LOW","Clear",NA
"8324",8324,"2015-08-21","Marie Curtis Park East Beach",16,"SW",19,"Yes",10,16,13,"MOD","Cloudy",17.9
"8325",8325,"2015-08-21","Sunnyside Beach",16,"SW",19,"Yes",10,20,6,"MOD","Clear with debris",3.24
"8326",8326,"2015-08-21","Hanlan's Point Beach",16,"SW",19,"Yes",10,18,12,"MOD","Clear",NA
"8327",8327,"2015-08-21","Gibraltar Point Beach",16,"SW",19,"Yes",10,18,8,"MOD","Cloudy",NA
"8328",8328,"2015-08-21","Centre Island Beach",16,"SW",19,"Yes",10,18,189,"MOD","Cloudy",NA
"8329",8329,"2015-08-21","Ward's Island Beach",16,"SW",19,"Yes",10,18,NA,"MOD","Cloudy",NA
"8330",8330,"2015-08-21","Cherry Beach",20,"SW",20,"Yes",10,20,84,"MOD","Clear",NA
"8331",8331,"2015-08-21","Woodbine Beaches",20,"SW",20,"Yes",10,17,3,"LOW","Clear",NA
"8332",8332,"2015-08-21","Kew Balmy Beach",20,"SW",20,"Yes",10,17,40,"LOW","Mostly clear",NA
"8333",8333,"2015-08-21","Bluffer's Beach Park",20,"SW",20,"Yes",10,16,9,"LOW","Cloudy",NA
"8334",8334,"2015-08-31","Marie Curtis Park East Beach",8,"SW",21,"No",NA,13,2,"LOW","CLear",0.83
"8335",8335,"2015-08-31","Sunnyside Beach",8,"SW",21,"No",NA,15,17,"LOW","CLear + algae",0.71
"8336",8336,"2015-08-31","Hanlan's Point Beach",8,"SW",21,"No",NA,18,19,"NONE","CLear",NA
"8337",8337,"2015-08-31","Gibraltar Point Beach",8,"SW",21,"No",NA,14,12,"NONE","CLear",NA
"8338",8338,"2015-08-31","Centre Island Beach",8,"SW",21,"No",NA,16,287,"NONE","CLear",NA
"8339",8339,"2015-08-31","Ward's Island Beach",8,"SW",21,"No",NA,16,NA,"NONE","CLear",NA
"8340",8340,"2015-08-31","Cherry Beach",10,"W",19,"No",NA,18,46,"NONE","Clear",NA
"8341",8341,"2015-08-31","Woodbine Beaches",10,"W",19,"No",NA,15,17,"LOW","Clear",NA
"8342",8342,"2015-08-31","Kew Balmy Beach",10,"W",19,"No",NA,15,42,"LOW","Clear",NA
"8343",8343,"2015-08-31","Bluffer's Beach Park",10,"W",19,"No",NA,13,51,"LOW","Clear",NA
"8344",8344,"2015-09-03","Marie Curtis Park East Beach",8,"E",22,"No",NA,15,11,"LOW","Clear + algae",1.1
"8345",8345,"2015-09-03","Sunnyside Beach",8,"E",22,"No",NA,17,17,"LOW","Clear + algae",0.73
"8346",8346,"2015-09-03","Hanlan's Point Beach",8,"E",22,"No",NA,20,3,"LOW","Clear",NA
"8347",8347,"2015-09-03","Gibraltar Point Beach",8,"E",22,"No",NA,19,NA,"LOW","Clear",NA
"8348",8348,"2015-09-03","Centre Island Beach",8,"E",22,"No",NA,20,9,"LOW","Clear",NA
"8349",8349,"2015-09-03","Ward's Island Beach",8,"E",22,"No",NA,20,8,"LOW","Clear",NA
"8350",8350,"2015-09-03","Cherry Beach",8,"NW",22,"No",NA,20,2,"LOW","Clear",NA
"8351",8351,"2015-09-03","Woodbine Beaches",8,"NW",22,"No",NA,16,NA,"LOW","Clear",NA
"8352",8352,"2015-09-03","Kew Balmy Beach",8,"NW",22,"No",NA,16,2,"LOW","Clear",NA
"8353",8353,"2015-09-03","Bluffer's Beach Park",8,"NW",22,"No",NA,21,3,"LOW","Clear",NA
"8354",8354,"2015-09-06","Marie Curtis Park East Beach",10,"SW",21,"No",NA,18,4,"LOW","Clear",2.95
"8355",8355,"2015-09-06","Sunnyside Beach",10,"SW",21,"No",NA,17,19,"LOW","Clear",1.19
"8356",8356,"2015-09-06","Hanlan's Point Beach",10,"SW",21,"No",NA,18,8,"LOW","Clear",NA
"8357",8357,"2015-09-06","Gibraltar Point Beach",10,"SW",21,"No",NA,17,12,"LOW","Clear",NA
"8358",8358,"2015-09-06","Centre Island Beach",10,"SW",21,"No",NA,18,20,"LOW","Clear",NA
"8359",8359,"2015-09-06","Ward's Island Beach",10,"SW",21,"No",NA,20,17,"LOW","Clear",NA
"8360",8360,"2015-09-06","Cherry Beach",6,"SW",24,"No",NA,20,31,"LOW","Clear",NA
"8361",8361,"2015-09-06","Woodbine Beaches",6,"SW",24,"No",NA,20,7,"LOW","Murky",NA
"8362",8362,"2015-09-06","Kew Balmy Beach",6,"SW",24,"No",NA,20,2,"LOW","Murky",NA
"8363",8363,"2015-09-06","Bluffer's Beach Park",6,"SW",24,"No",NA,21,5,"LOW","Murky",NA
"8364",8364,"2016-05-28","Marie Curtis Park East Beach",11,"E",18,"Yes",0,14,14,"LOW","murky, algae",1.87
"8365",8365,"2016-05-28","Sunnyside Beach",11,"E",18,"Yes",0,13,47,"LOW","cloudy",0.85
"8366",8366,"2016-05-28","Hanlan's Point Beach",11,"E",18,"Yes",0,10,5,"LOW","clear",NA
"8367",8367,"2016-05-28","Gibraltar Point Beach",11,"E",18,"Yes",0,11,2,"LOW","clear",NA
"8368",8368,"2016-05-28","Centre Island Beach",11,"E",18,"Yes",0,13,6,"LOW","clear",NA
"8369",8369,"2016-05-28","Ward's Island Beach",11,"E",18,"Yes",0,13,5,"LOW","algae",NA
"8370",8370,"2016-05-28","Cherry Beach",11,"E",18,"Yes",0,14,10,"LOW","algae",NA
"8371",8371,"2016-05-28","Woodbine Beaches",11,"E",18,"Yes",0,10,2,"LOW","clear with film on surface",NA
"8372",8372,"2016-05-28","Kew Balmy Beach",11,"E",18,"Yes",0,10,40,"LOW","clear with film on surface",NA
"8373",8373,"2016-05-28","Bluffer's Beach Park",11,"E",18,"Yes",0,14,3,"LOW","clear",NA
"8374",8374,"2016-05-30","Marie Curtis Park East Beach",21,"SW",17,"No",NA,12,7,"LOW","slightly cloudy",1.08
"8375",8375,"2016-05-30","Sunnyside Beach",21,"SW",17,"No",NA,15,40,"LOW","murky",1.96
"8376",8376,"2016-05-30","Hanlan's Point Beach",21,"SW",17,"No",NA,10,5,"MOD","murky",NA
"8377",8377,"2016-05-30","Gibraltar Point Beach",21,"SW",17,"No",NA,11,15,"MOD","clear",NA
"8378",8378,"2016-05-30","Centre Island Beach",21,"SW",17,"No",NA,15,60,"MOD","clear",NA
"8379",8379,"2016-05-30","Ward's Island Beach",21,"SW",17,"No",NA,15,25,"MOD","clear",NA
"8380",8380,"2016-05-30","Cherry Beach",21,"SW",17,"No",NA,15,40,"MOD","murky",NA
"8381",8381,"2016-05-30","Woodbine Beaches",21,"SW",17,"No",NA,10,40,"LOW","clear",NA
"8382",8382,"2016-05-30","Kew Balmy Beach",21,"SW",17,"No",NA,10,20,"LOW","murky",NA
"8383",8383,"2016-05-30","Bluffer's Beach Park",21,"SW",17,"No",NA,15,NA,"MOD","clear",NA
"8384",8384,"2016-05-31","Marie Curtis Park East Beach",20,"NW",15,"No",NA,12,60,"LOW","Cloudy",NA
"8385",8385,"2016-05-31","Sunnyside Beach",20,"NW",15,"No",NA,10,37,"LOW","Clear",NA
"8386",8386,"2016-05-31","Hanlan's Point Beach",20,"NW",15,"No",NA,16,35,"LOW","Clear",NA
"8387",8387,"2016-05-31","Gibraltar Point Beach",20,"NW",15,"No",NA,16,40,"LOW","Clear",NA
"8388",8388,"2016-05-31","Centre Island Beach",20,"NW",15,"No",NA,16,65,"LOW","Clear",NA
"8389",8389,"2016-05-31","Ward's Island Beach",20,"NW",15,"No",NA,16,10,"LOW","Clear",NA
"8390",8390,"2016-05-31","Cherry Beach",20,"NW",15,"No",NA,16,10,"LOW","Clear",NA
"8391",8391,"2016-05-31","Woodbine Beaches",20,"NW",15,"No",NA,10,NA,"LOW","Clear",NA
"8392",8392,"2016-05-31","Kew Balmy Beach",20,"NW",15,"No",NA,12,60,"LOW","Clear",NA
"8393",8393,"2016-05-31","Bluffer's Beach Park",20,"NW",15,"No",NA,8,20,"LOW","Clear",NA
"8394",8394,"2015-08-07","Marie Curtis Park East Beach",19,"E",19,"No",NA,8,3,"LOW","Clear",1.24
"8395",8395,"2015-08-07","Sunnyside Beach",19,"E",19,"No",NA,9,NA,"LOW","Clear + algae",0.99
"8396",8396,"2015-08-07","Hanlan's Point Beach",19,"E",19,"No",NA,10,3,"NONE","Clear",NA
"8397",8397,"2015-08-07","Gibraltar Point Beach",19,"E",19,"No",NA,13,NA,"NONE","Clear",NA
"8398",8398,"2015-08-07","Centre Island Beach",19,"E",19,"No",NA,14,201,"NONE","Clear",NA
"8399",8399,"2015-08-07","Ward's Island Beach",19,"E",19,"No",NA,13,NA,"NONE","Clear",NA
"8400",8400,"2015-08-07","Cherry Beach",12,"SE",20,"No",NA,16,68,"NONE","Clear",NA
"8401",8401,"2015-08-07","Woodbine Beaches",12,"SE",20,"No",NA,13,NA,"LOW","Clear",NA
"8402",8402,"2015-08-07","Kew Balmy Beach",12,"SE",20,"No",NA,13,38,"LOW","Clear",NA
"8403",8403,"2015-08-07","Bluffer's Beach Park",12,"SE",20,"No",NA,11,22,"LOW","Clear",NA
"8404",8404,"2015-08-13","Marie Curtis Park East Beach",10,"SW",18,"No",NA,17,9,"MOD","Clear",2.1
"8405",8405,"2015-08-13","Sunnyside Beach",10,"SW",18,"No",NA,17,10,"LOW","Very clear",2.23
"8406",8406,"2015-08-13","Hanlan's Point Beach",10,"SW",18,"No",NA,16,NA,"NONE","Clear",NA
"8407",8407,"2015-08-13","Gibraltar Point Beach",10,"SW",18,"No",NA,17,NA,"NONE","Clear",NA
"8408",8408,"2015-08-13","Centre Island Beach",10,"SW",18,"No",NA,18,NA,"NONE","Clear",NA
"8409",8409,"2015-08-13","Ward's Island Beach",10,"SW",18,"No",NA,17,NA,"NONE","Cloudy",NA
"8410",8410,"2015-08-13","Cherry Beach",15,"SW",19,"No",NA,17,NA,"NONE","Cloudy",NA
"8411",8411,"2015-08-13","Woodbine Beaches",15,"SW",19,"No",NA,18,18,"LOW","Clear",NA
"8412",8412,"2015-08-13","Kew Balmy Beach",15,"SW",19,"No",NA,18,37,"LOW","Clear",NA
"8413",8413,"2015-08-13","Bluffer's Beach Park",15,"SW",19,"No",NA,17,60,"LOW","Clear",NA
"8414",8414,"2015-08-16","Marie Curtis Park East Beach",10,"SW",23,"No",NA,14,7,"LOW","Clear + Algae",1.85
"8415",8415,"2015-08-16","Sunnyside Beach",10,"SW",23,"No",NA,15,26,"LOW","Clear + Algae",1.14
"8416",8416,"2015-08-16","Hanlan's Point Beach",10,"SW",23,"No",NA,18,8,"LOW","Clear ",NA
"8417",8417,"2015-08-16","Gibraltar Point Beach",10,"SW",23,"No",NA,19,13,"LOW","Clear ",NA
"8418",8418,"2015-08-16","Centre Island Beach",10,"SW",23,"No",NA,19,278,"LOW","Clear ",NA
"8419",8419,"2015-08-16","Ward's Island Beach",10,"SW",23,"No",NA,19,NA,"LOW","Clear 2",NA
"8420",8420,"2015-08-16","Cherry Beach",12,"NW",23,"No",NA,20,42,"LOW","Clear",NA
"8421",8421,"2015-08-16","Woodbine Beaches",12,"NW",23,"No",NA,18,2,"LOW","Clear",NA
"8422",8422,"2015-08-16","Kew Balmy Beach",12,"NW",23,"No",NA,18,37,"LOW","Clear",NA
"8423",8423,"2015-08-16","Bluffer's Beach Park",12,"NW",23,"No",NA,17,40,"LOW","Clear",NA
"8424",8424,"2015-09-01","Marie Curtis Park East Beach",7,"SW",20,"No",NA,NA,NA,"None","None",NA
"8425",8425,"2015-09-01","Sunnyside Beach",7,"SW",20,"No",NA,19,12,"LOW","Clear",0.86
"8426",8426,"2015-09-01","Hanlan's Point Beach",7,"SW",20,"No",NA,18,NA,"LOW","Clear",NA
"8427",8427,"2015-09-01","Gibraltar Point Beach",7,"SW",20,"No",NA,18,NA,"LOW","Clear",NA
"8428",8428,"2015-09-01","Centre Island Beach",7,"SW",20,"No",NA,19,NA,"LOW","Clear",NA
"8429",8429,"2015-09-01","Ward's Island Beach",7,"SW",20,"No",NA,20,NA,"LOW","Clear",NA
"8430",8430,"2015-09-01","Cherry Beach",5,"SW",19,"No",NA,21,NA,"LOW","Clear",NA
"8431",8431,"2015-09-01","Woodbine Beaches",5,"SW",19,"No",NA,16,NA,"LOW","Clear",NA
"8432",8432,"2015-09-01","Kew Balmy Beach",5,"SW",19,"No",NA,16,33,"LOW","Clear",NA
"8433",8433,"2015-09-01","Bluffer's Beach Park",5,"SW",19,"No",NA,13,30,"LOW","Clear",NA
"8434",8434,"2015-09-04","Marie Curtis Park East Beach",15,"E",24,"No",NA,20,12,"HIGH","Clear",1.25
"8435",8435,"2015-09-04","Sunnyside Beach",15,"E",24,"No",NA,18,34,"MOD","Clear",0.59
"8436",8436,"2015-09-04","Hanlan's Point Beach",15,"E",24,"No",NA,16,12,"MOD","Clear",NA
"8437",8437,"2015-09-04","Gibraltar Point Beach",15,"E",24,"No",NA,18,NA,"MOD","Clear",NA
"8438",8438,"2015-09-04","Centre Island Beach",15,"E",24,"No",NA,18,21,"MOD","Clear",NA
"8439",8439,"2015-09-04","Ward's Island Beach",15,"E",24,"No",NA,18,19,"MOD","Clear",NA
"8440",8440,"2015-09-04","Cherry Beach",24,"N",22,"No",NA,20,19,"MOD","Clear",NA
"8441",8441,"2015-09-04","Woodbine Beaches",24,"N",22,"No",NA,18,17,"HIGH","Cloudy",NA
"8442",8442,"2015-09-04","Kew Balmy Beach",24,"N",22,"No",NA,18,38,"HIGH","Cloudy",NA
"8443",8443,"2015-09-04","Bluffer's Beach Park",24,"N",22,"No",NA,21,NA,"MOD","Cloudy",NA
"8444",8444,"2016-06-06","Marie Curtis Park East Beach",17,"W",15,"Yes",23,NA,NA,"None","None",NA
"8445",8445,"2016-06-06","Sunnyside Beach",17,"W",15,"Yes",23,11,15,"HIGH","murky",1.71
"8446",8446,"2016-06-06","Hanlan's Point Beach",17,"W",15,"Yes",23,11,12,"MOD","murky",NA
"8447",8447,"2016-06-06","Gibraltar Point Beach",17,"W",15,"Yes",23,8,18,"MOD","murky",NA
"8448",8448,"2016-06-06","Centre Island Beach",17,"W",15,"Yes",23,12,12,"MOD","murky",NA
"8449",8449,"2016-06-06","Ward's Island Beach",17,"W",15,"Yes",23,16,23,"MOD","murky",NA
"8450",8450,"2016-06-06","Cherry Beach",17,"W",15,"Yes",23,10,27,"MOD","murky",NA
"8451",8451,"2016-06-06","Woodbine Beaches",17,"W",15,"Yes",23,10,8,"MOD","murky",NA
"8452",8452,"2016-06-06","Kew Balmy Beach",17,"W",15,"Yes",23,11,15,"MOD","murky",NA
"8453",8453,"2016-06-06","Bluffer's Beach Park",17,"W",15,"Yes",23,7,6,"MOD","clear",NA
"8454",8454,"2016-06-07","Marie Curtis Park East Beach",9,"W",16,"Yes",4,8,13,"LOW","clear",0.68
"8455",8455,"2016-06-07","Sunnyside Beach",9,"W",16,"Yes",4,8,27,"LOW","clear",0.8
"8456",8456,"2016-06-07","Hanlan's Point Beach",9,"W",16,"Yes",4,8,7,"LOW","clear",NA
"8457",8457,"2016-06-07","Gibraltar Point Beach",9,"W",16,"Yes",4,10,12,"LOW","clear",NA
"8458",8458,"2016-06-07","Centre Island Beach",9,"W",16,"Yes",4,12,32,"LOW","clear",NA
"8459",8459,"2016-06-07","Ward's Island Beach",9,"W",16,"Yes",4,14,4,"MOD","clear",NA
"8460",8460,"2016-06-07","Cherry Beach",9,"W",16,"Yes",4,16,50,"MOD","clear",NA
"8461",8461,"2016-06-07","Woodbine Beaches",9,"W",16,"Yes",4,6,2,"LOW","cloudy",NA
"8462",8462,"2016-06-07","Kew Balmy Beach",9,"W",16,"Yes",4,6,68,"LOW","cloudy",NA
"8463",8463,"2016-06-07","Bluffer's Beach Park",9,"W",16,"Yes",4,6,14,"LOW","clear",NA
"8464",8464,"2016-06-10","Marie Curtis Park East Beach",11,"W",12,"No",NA,8,32,"LOW","clear",0.9
"8465",8465,"2016-06-10","Sunnyside Beach",11,"W",12,"No",NA,8,60,"LOW","clear",0.46
"8466",8466,"2016-06-10","Hanlan's Point Beach",11,"W",12,"No",NA,5,7,"LOW","clear",NA
