"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"4072","2012-06-18T03:04:13","2012-06-18T03:09:29","45 - Supply Storage Room (inc maintenance/office/document storage, et",0,130000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4073","2012-06-18T19:16:00","2012-06-18T19:20:58","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,40000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4074","2015-04-06T19:26:54","2015-04-06T19:32:25","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,125000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","25 - Circuit Wiring - Aluminum","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4075","2016-12-10T18:10:29","2016-12-10T18:14:41","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4076","2015-10-14T21:35:26","2015-10-14T21:39:29","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","56 - Halogen Lamp or light","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4077","2013-09-18T14:18:17","2013-09-18T14:24:42","24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4078","2017-03-31T02:35:09","2017-03-31T02:39:12","13 - Stairway, Escalator",0,5,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4079","2017-02-18T01:37:06","2017-02-18T01:41:38","24 - Cooking Area or Kitchen",1,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4080","2014-01-07T16:05:15","2014-01-07T16:09:32","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4081","2015-06-22T08:06:06","2015-06-22T08:10:16","28 - Office",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","26 - Terminations-Copper (incl receptacles, switches, lights)","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4082","2016-10-31T19:40:38","2016-10-31T19:44:47","55 - Mechanical/Electrical Services Room",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"4083","2012-06-25T12:21:16","2012-06-25T12:24:48","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"4084","2014-01-12T01:44:14","2014-01-12T01:51:24","24 - Cooking Area or Kitchen",0,6000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4085","2014-11-16T17:56:41","2014-11-16T17:59:38","24 - Cooking Area or Kitchen",0,1,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4086","2016-05-07T15:31:06","2016-05-07T15:34:55","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,6000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4087","2016-03-18T22:11:44","2016-03-18T22:16:02","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4088","2016-03-18T22:15:48","2016-03-18T22:19:17","39 - Other Functional Area",0,2e+05,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4089","2012-06-30T08:24:49","2012-06-30T08:30:24","24 - Cooking Area or Kitchen",1,250,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","4 - Other reason for non activation/operation"
"4090","2015-04-11T16:26:28","2015-04-11T16:33:15","24 - Cooking Area or Kitchen",0,50000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4091","2013-09-25T02:11:28","2013-09-25T02:16:24","64 - Porch or Balcony",0,135000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"4092","2014-11-21T01:02:23","2014-11-21T01:08:09","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated"
"4093","2016-05-09T19:00:28","2016-05-09T19:05:33","24 - Cooking Area or Kitchen",0,1500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4094","2015-12-19T13:05:35","2015-12-19T13:12:11","27 - Laundry Area",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4095","2016-03-19T20:49:23","2016-03-19T20:53:43","33 - Laboratory",0,1500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4096","2016-03-21T10:40:32","2016-03-21T10:44:22","64 - Porch or Balcony",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"4097","2015-04-12T16:24:28","2015-04-12T16:28:58","42 - Garage",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4098","2015-04-13T01:14:01","2015-04-13T01:18:16","28 - Office",0,30000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","83 - Other Electrical","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4099","2015-04-13T19:59:49","2015-04-13T20:02:41","55 - Mechanical/Electrical Services Room",0,25000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","83 - Other Electrical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4100","2016-07-11T12:42:07","2016-07-11T12:48:34","24 - Cooking Area or Kitchen",0,125000,"3 - Spread to entire room of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4101","2012-07-05T00:02:27","2012-07-05T00:05:26","24 - Cooking Area or Kitchen",0,6000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"4102","2015-10-19T17:43:15","2015-10-19T17:47:10","24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","3 - Floor/suite of fire origin: Smoke alarm present did not operate","5 - Did not activate: reason unknown"
"4103","2016-03-22T23:17:15","2016-03-22T23:22:21","55 - Mechanical/Electrical Services Room",0,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4104","2014-08-15T20:40:23","2014-08-15T20:46:18","64 - Porch or Balcony",0,50,"1 - Confined to object of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4105","2012-07-12T02:57:58","2012-07-12T03:01:49","64 - Porch or Balcony",0,50000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4106","2016-07-13T13:59:03","2016-07-13T14:03:13","78 - Attached Deck",0,50000,"10 - Spread beyond building of origin","2 - No Fire alarm system","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4107","2013-10-03T12:58:53","2013-10-03T13:04:13","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,50000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4108","2017-02-04T14:54:16","2017-02-04T14:58:56","86 - Passenger Area",0,175000,"10 - Spread beyond building of origin","2 - No Fire alarm system","81 - Vehicle - Electrical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4109","2016-10-04T19:17:45","2016-10-04T19:20:39","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4110","2016-10-05T20:57:03","2016-10-05T21:00:46","69 - Attic Area",0,75000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4111","2015-04-18T12:47:07","2015-04-18T12:51:55","64 - Porch or Balcony",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","26 - Terminations-Copper (incl receptacles, switches, lights)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4112","2016-10-06T11:20:46","2016-10-06T11:23:41","58 - Ducting - Exhaust (inc cooking, fumes, etc.)",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4113","2012-07-15T01:10:21","2012-07-15T01:15:46","74 - Storage Area (outside)",0,250000,"11 - Spread beyond building of origin, resulted in exposure fire(s)","2 - No Fire alarm system","24 - Circuit Wiring - Copper","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4114","2012-07-15T16:03:20","2012-07-15T16:05:05","62 - Roof",0,12000,"1 - Confined to object of origin","2 - No Fire alarm system","95 - Lightning","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4115","2013-10-08T07:46:57","2013-10-08T07:51:16","24 - Cooking Area or Kitchen",2,250000,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4116","2015-06-30T19:15:27","2015-06-30T19:19:27","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4117","2015-06-30T20:01:21","2015-06-30T20:07:19","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system"
"4118","2014-11-26T11:14:03","2014-11-26T11:18:30","24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4119","2015-07-05T17:19:57","2015-07-05T17:24:52","24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4120","2014-02-15T19:37:36","2014-02-15T19:40:14","24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","1 - Sprinkler system activated"
"4121","2017-05-24T18:49:08","2017-05-24T18:52:27","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,10,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4122","2014-02-26T08:11:27","2014-02-26T08:15:57","24 - Cooking Area or Kitchen",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4123","2014-02-25T13:32:56","2014-02-25T13:36:34","51 - Elevator (includes shaft)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"4124","2015-04-19T18:23:52","2015-04-19T18:28:08","42 - Garage",0,2e+05,"11 - Spread beyond building of origin, resulted in exposure fire(s)","1 -  Fire alarm system present","108 - Exposure, source other","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4125","2013-10-11T11:13:11","2013-10-11T11:18:19","46 - Product Storage (inc products or materials awaiting manuf, assembly)",0,150000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4126","2013-10-12T18:54:04","2013-10-12T18:58:35","24 - Cooking Area or Kitchen",1,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4127","2015-04-25T10:29:26","2015-04-25T10:35:30","24 - Cooking Area or Kitchen",0,15000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4128","2013-10-25T02:41:53","2013-10-25T02:47:05","42 - Garage",0,1e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","33 - Space Heater - Fixed","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4129","2012-08-09T07:57:19","2012-08-09T08:03:43","24 - Cooking Area or Kitchen",0,10000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4130","2017-03-21T13:17:49","2017-03-21T13:23:07","24 - Cooking Area or Kitchen",0,50000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","5 - Did not activate: reason unknown"
"4131","2013-11-17T13:40:44","2013-11-17T13:43:30","21 - Living Area (e.g. living, TV, recreation, etc)",1,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4132","2015-11-22T18:43:27","2015-11-22T18:49:16","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4133","2015-05-29T03:44:33","2015-05-29T03:50:29","31 - Process Manufacturing (inc manf, prod assembly, repair)",0,250000,"1 - Confined to object of origin","1 -  Fire alarm system present","63 - Painting Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4134","2012-11-09T15:10:38","2012-11-09T15:14:54","24 - Cooking Area or Kitchen",0,60000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4135","2014-03-04T18:24:56","2014-03-04T18:27:52","24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4136","2016-11-10T07:04:49","2016-11-10T07:09:25","24 - Cooking Area or Kitchen",3,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4137","2017-06-21T21:33:43","2017-06-21T21:39:46","24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4138","2012-11-17T14:50:37","2012-11-17T14:57:02","24 - Cooking Area or Kitchen",0,12000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4139","2012-11-22T12:31:28","2012-11-22T12:38:01","24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4140","2015-04-19T17:06:12","2015-04-19T17:12:52","52 - HVAC Equipment Room (furnace room, water heater closet, boiler)",0,2e+05,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4141","2012-07-19T06:21:36","2012-07-19T06:27:50","24 - Cooking Area or Kitchen",0,35000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4142","2014-08-21T23:12:21","2014-08-21T23:15:13","21 - Living Area (e.g. living, TV, recreation, etc)",0,1e+05,"3 - Spread to entire room of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4143","2013-10-09T14:15:36","2013-10-09T14:20:04","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,3e+05,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","59 - Other Lighting Equipment","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4144","2016-08-30T17:17:03","2016-08-30T17:21:56","24 - Cooking Area or Kitchen",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4145","2014-04-04T18:04:26","2014-04-04T18:08:26","31 - Process Manufacturing (inc manf, prod assembly, repair)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","108 - Exposure, source other","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4146","2016-01-22T13:22:38","2016-01-22T13:26:05","24 - Cooking Area or Kitchen",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"4147","2016-11-14T16:48:09","2016-11-14T16:51:54","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4148","2012-07-23T17:35:39","2012-07-23T17:41:05","64 - Porch or Balcony",0,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4149","2014-08-26T12:15:30","2014-08-26T12:19:21","21 - Living Area (e.g. living, TV, recreation, etc)",0,15000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4150","2016-07-16T13:43:31","2016-07-16T13:48:27","41 - Closet (eg. clothes, broom, linen closet, etc.)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4151","2017-05-16T15:21:50","2017-05-16T15:26:20","64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4152","2013-10-19T23:55:43","2013-10-20T00:02:21","21 - Living Area (e.g. living, TV, recreation, etc)",1,5000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4153","2014-08-28T15:12:42","2014-08-28T15:16:33","62 - Roof",0,50000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","4 - Other reason for non activation/operation"
"4154","2016-03-29T06:36:40","2016-03-29T06:40:40","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,60000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"4155","2014-08-29T21:48:56","2014-08-29T21:53:44","24 - Cooking Area or Kitchen",0,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4156","2012-08-04T15:27:17","2012-08-04T15:31:59","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,300,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4157","2013-10-23T22:22:32","2013-10-23T22:28:58","43 - Locker (apartment storage)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4158","2012-08-06T05:45:53","2012-08-06T05:52:15","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,25000,"1 - Confined to object of origin","2 - No Fire alarm system","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4159","2014-08-31T22:14:45","2014-08-31T22:20:31","42 - Garage",0,2e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","72 - Cutting/Welding Equipment","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"4160","2014-04-11T15:43:30","2014-04-11T15:46:32","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"4161","2015-01-15T23:48:45","2015-01-15T23:54:07","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"4162","2013-04-22T09:41:20","2013-04-22T09:46:19","24 - Cooking Area or Kitchen",0,1500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4163","2015-01-22T12:35:13","2015-01-22T12:38:39","24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","13 - Microwave","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4164","2016-03-31T00:12:12","2016-03-31T00:18:02","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,125000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"4165","2014-09-03T02:03:21","2014-09-03T02:08:56","27 - Laundry Area",0,75000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","43 - Clothes Dryer","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"4166","2013-10-28T13:51:49","2013-10-28T13:53:52","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,90000,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","83 - Other Electrical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
