tfs_alarm_time,tfs_arrival_time,area_of_origin,civilian_casualties,estimated_dollar_loss,extent_of_fire,fire_alarm_system_presence,ignition_source,smoke_alarm_at_fire_origin,sprinkler_system_operation,time_diff
2015-04-19T12:16:30Z,2015-04-19T12:19:46Z,53,0,0,1 ,N,17,P,N,3.26666666666667
2015-04-19T23:07:40Z,2015-04-19T23:12:05Z,24,0,5000,2 ,N,11,N,N,4.41666666666667
2015-04-20T15:10:58Z,2015-04-20T15:15:34Z,24,0,1500,1 ,N,12,P,N,4.6
2013-01-28T14:47:34Z,2013-01-28T14:51:45Z,22,0,1000,1 ,N,76,PO,N,4.18333333333333
2012-07-20T20:49:53Z,2012-07-20T20:55:58Z,59,0,1000,1 ,N,20,N,N,6.08333333333333
2015-10-24T16:32:59Z,2015-10-24T16:37:04Z,89,0,25000,1 ,P,81,N,PO,4.08333333333333
2013-05-05T20:14:13Z,2013-05-05T20:19:00Z,72,0,100,1 ,P,14,P,N,4.78333333333333
2012-07-21T23:09:29Z,2012-07-21T23:13:21Z,64,1,50,1 ,P,71,P,P,3.86666666666667
2015-04-21T00:00:20Z,2015-04-21T00:07:10Z,24,0,2000,1 ,P,14,N,N,6.83333333333333
2015-04-21T16:05:00Z,2015-04-21T16:09:21Z,53,0,1000,1 ,P,40,PO,N,4.35
2015-04-21T22:59:35Z,2015-04-21T23:03:50Z,24,0,25000,2 ,N,11,N,N,4.25
2017-03-19T18:41:49Z,2017-03-19T18:45:54Z,24,0,5000,2 ,N,19,P,N,4.08333333333333
2012-07-25T09:56:49Z,2012-07-25T10:01:42Z,24,0,10000,2 ,P,12,N,N,4.88333333333333
2016-03-27T19:50:06Z,2016-03-27T19:53:45Z,62,0,1000,1 ,P,73,P,N,3.65
2012-07-27T14:42:44Z,2012-07-27T14:47:53Z,21,0,200,2 ,P,71,PO,P,5.15
2014-08-26T17:23:11Z,2014-08-26T17:28:08Z,24,0,0,2 ,P,12,N,N,4.95
2014-12-16T19:11:17Z,2014-12-16T19:17:15Z,21,0,5000,2 ,P,55,P,N,5.96666666666667
2013-10-18T15:16:42Z,2013-10-18T15:20:33Z,24,0,200,1 ,P,16,P,P,3.85
2012-07-28T22:18:03Z,2012-07-28T22:22:21Z,24,0,10000,2 ,P,12,PO,N,4.3
2012-07-29T04:56:57Z,2012-07-29T05:01:18Z,22,0,25,1 ,P,71,PO,N,4.35
2012-07-30T01:09:18Z,2012-07-30T01:13:34Z,44,0,50,1 ,P,71,PO,PO,4.26666666666667
2012-07-30T09:01:13Z,2012-07-30T09:06:07Z,53,0,500,1 ,P,28,P,N,4.9
2014-08-29T04:16:02Z,2014-08-29T04:21:39Z,25,0,20000,1 ,N,96,PO,N,5.61666666666667
2012-07-31T20:27:09Z,2012-07-31T20:31:41Z,51,0,2000,1 ,N,84,N,N,4.53333333333333
2016-03-29T10:02:08Z,2016-03-29T10:05:17Z,22,0,200,2 ,P,71,PO,N,3.15
2014-03-07T18:17:16Z,2014-03-07T18:21:45Z,21,0,500,1 ,P,55,PO,N,4.48333333333333
2013-03-09T18:28:23Z,2013-03-09T18:32:46Z,24,0,200,2 ,P,13,PO,N,4.38333333333333
2013-03-14T21:20:40Z,2013-03-14T21:24:46Z,24,0,3500,1 ,N,11,N,N,4.1
2016-03-29T20:00:09Z,2016-03-29T20:04:20Z,27,0,1000,1 ,P,43,PO,N,4.18333333333333
2016-05-19T16:55:46Z,2016-05-19T17:00:36Z,24,0,100,2 ,N,11,PO,N,4.83333333333333
2017-05-24T09:03:50Z,2017-05-24T09:10:37Z,24,0,500,1 ,N,11,P,N,6.78333333333333
2017-02-25T00:12:24Z,2017-02-25T00:17:58Z,52,0,5000,2 ,N,32,P,N,5.56666666666667
2013-02-18T22:23:38Z,2013-02-18T22:28:04Z,27,0,1000,1 ,N,43,PO,N,4.43333333333333
2015-07-18T08:22:42Z,2015-07-18T08:29:02Z,24,2,5000,2 ,N,11,PO,N,6.33333333333333
2013-02-22T10:47:56Z,2013-02-22T10:53:34Z,24,0,500,1 ,N,11,PO,N,5.63333333333333
2014-03-07T13:23:08Z,2014-03-07T13:27:29Z,59,0,0,2 ,P,79,N,P,4.35
2014-12-20T18:00:19Z,2014-12-20T18:04:38Z,24,0,4000,2 ,N,11,PO,N,4.31666666666667
2016-01-08T16:33:55Z,2016-01-08T16:38:40Z,24,0,3000,1 ,P,11,N,N,4.75
2016-11-11T07:46:41Z,2016-11-11T07:53:22Z,24,0,1000,1 ,P,16,N,P,6.68333333333333
2015-10-30T09:44:46Z,2015-10-30T09:47:17Z,83,0,50,1 ,P,24,P,N,2.51666666666667
2012-08-06T12:49:26Z,2012-08-06T12:53:53Z,27,0,10000,1 ,P,43,PO,N,4.45
2016-05-29T23:08:03Z,2016-05-29T23:12:59Z,42,0,400,2 ,P,96,N,N,4.93333333333333
2016-12-17T22:35:21Z,2016-12-17T22:40:09Z,12,0,0,1 ,P,51,P,N,4.8
2013-05-17T20:41:08Z,2013-05-17T20:44:38Z,81,0,5000,1 ,N,81,N,N,3.5
2012-08-03T16:21:11Z,2012-08-03T16:25:21Z,24,0,150,1 ,P,12,PO,N,4.16666666666667
2013-10-23T13:00:50Z,2013-10-23T13:06:37Z,24,0,4000,2 ,P,11,PO,P,5.78333333333333
2013-10-24T12:24:28Z,2013-10-24T12:28:43Z,47,0,1500,1 ,P,23,P,P,4.25
2016-07-17T22:43:11Z,2016-07-17T22:46:15Z,24,0,100,1 ,N,12,PO,N,3.06666666666667
2014-08-31T12:57:15Z,2014-08-31T13:01:36Z,24,0,1500,1 ,N,11,PO,N,4.35
2014-08-31T22:39:18Z,2014-08-31T22:43:54Z,22,0,30000,2 ,N,49,N,N,4.6
2014-09-01T12:25:20Z,2014-09-01T12:31:12Z,81,0,25000,1 ,N,82,N,N,5.86666666666667
2015-04-29T08:23:33Z,2015-04-29T08:29:27Z,62,0,50,1 ,P,73,PO,P,5.9
2012-08-08T05:41:26Z,2012-08-08T05:46:57Z,21,0,4000,3 ,P,79,P,PO,5.51666666666667
2015-10-31T22:41:27Z,2015-10-31T22:45:15Z,53,0,200,1 ,P,36,PO,N,3.8
2013-10-28T15:23:05Z,2013-10-28T15:27:06Z,83,1,0,1 ,P,21,P,P,4.01666666666667
2015-08-05T14:43:08Z,2015-08-05T14:47:50Z,24,1,1500,1 ,N,11,P,N,4.7
2013-04-16T11:29:25Z,2013-04-16T11:33:06Z,42,0,500,1 ,P,81,P,P,3.68333333333333
2016-01-23T19:08:41Z,2016-01-23T19:14:10Z,24,0,1500,1 ,N,16,P,N,5.48333333333333
2014-04-17T18:48:55Z,2014-04-17T18:54:44Z,42,0,500,1 ,P,14,PO,N,5.81666666666667
2016-04-01T10:58:49Z,2016-04-01T11:05:44Z,27,0,3500,1 ,P,43,P,P,6.91666666666667
2015-04-29T19:55:38Z,2015-04-29T19:57:40Z,62,0,500,1 ,N,71,P,N,2.03333333333333
2016-01-27T21:05:05Z,2016-01-27T21:10:27Z,24,0,5000,2 ,P,16,PO,N,5.36666666666667
2012-08-11T10:41:45Z,2012-08-11T10:48:21Z,50,0,3000,2 ,N,30,N,N,6.6
2017-06-04T12:49:34Z,2017-06-04T12:54:04Z,64,0,9999,2 ,P,71,N,P,4.5
2017-06-04T15:17:18Z,2017-06-04T15:21:22Z,58,0,0,1 ,P,38,P,P,4.06666666666667
2016-09-03T20:01:35Z,2016-09-03T20:05:26Z,24,0,500,2 ,P,11,PO,N,3.85
2012-08-12T11:54:30Z,2012-08-12T11:58:40Z,24,0,2000,2 ,P,11,P,N,4.16666666666667
2014-04-29T14:57:50Z,2014-04-29T15:02:40Z,83,0,0,1 ,P,20,P,P,4.83333333333333
2016-06-07T21:48:39Z,2016-06-07T21:54:44Z,72,0,5000,2 ,P,14,P,N,6.08333333333333
2013-11-02T13:35:22Z,2013-11-02T13:41:56Z,24,0,15000,2 ,P,11,PO,N,6.56666666666667
2016-09-07T08:24:21Z,2016-09-07T08:28:43Z,24,0,10000,2 ,N,11,N,N,4.36666666666667
2016-04-01T18:34:02Z,2016-04-01T18:38:03Z,24,0,4000,2 ,P,11,PO,N,4.01666666666667
2012-08-17T06:10:30Z,2012-08-17T06:14:07Z,24,0,2000,1 ,P,16,PO,PO,3.61666666666667
2012-08-19T16:19:13Z,2012-08-19T16:22:48Z,22,0,300,1 ,N,71,PO,N,3.58333333333333
2015-05-03T02:40:13Z,2015-05-03T02:45:44Z,64,0,500,1 ,N,71,PO,N,5.51666666666667
2014-05-12T10:28:31Z,2014-05-12T10:33:36Z,64,0,1000,1 ,P,71,P,N,5.08333333333333
2012-08-22T17:18:15Z,2012-08-22T17:23:05Z,64,0,600,1 ,P,71,PO,N,4.83333333333333
2012-08-23T18:48:46Z,2012-08-23T18:53:24Z,22,0,700,1 ,P,42,P,N,4.63333333333333
2014-09-10T09:52:52Z,2014-09-10T09:56:00Z,24,0,20,1 ,P,12,P,P,3.13333333333333
2014-09-13T14:10:17Z,2014-09-13T14:14:58Z,24,0,10000,2 ,P,11,PO,N,4.68333333333333
2012-08-27T21:49:08Z,2012-08-27T21:55:27Z,22,0,20000,2 ,N,24,P,N,6.31666666666667
2016-09-10T16:32:39Z,2016-09-10T16:36:00Z,24,1,200,1 ,N,12,P,N,3.35
2016-06-14T16:43:46Z,2016-06-14T16:47:24Z,27,0,20,1 ,N,96,P,N,3.63333333333333
2013-06-17T19:06:04Z,2013-06-17T19:13:46Z,44,0,1000,1 ,N,71,N,N,7.7
2013-06-26T10:33:52Z,2013-06-26T10:38:09Z,61,0,500,2 ,N,34,N,N,4.28333333333333
2013-06-27T09:27:02Z,2013-06-27T09:32:23Z,50,0,250,2 ,N,52,N,N,5.35
2013-06-28T16:54:08Z,2013-06-28T16:58:07Z,22,1,100,2 ,P,71,P,N,3.98333333333333
2015-02-19T19:27:33Z,2015-02-19T19:33:09Z,29,0,300,2 ,P,23,P,N,5.6
2016-09-15T07:57:58Z,2016-09-15T08:02:27Z,58,0,3000,1 ,P,63,N,P,4.48333333333333
2015-02-24T16:23:49Z,2015-02-24T16:28:17Z,72,0,1400,1 ,N,14,N,N,4.46666666666667
2013-07-09T17:21:14Z,2013-07-09T17:26:30Z,24,0,50,1 ,P,11,P,N,5.26666666666667
2013-07-10T15:22:32Z,2013-07-10T15:27:47Z,42,0,100,2 ,N,29,N,N,5.25
2015-11-09T17:12:01Z,2015-11-09T17:17:55Z,24,0,250,1 ,N,11,N,N,5.9
2016-07-23T14:16:56Z,2016-07-23T14:20:49Z,62,0,1000,9 ,N,79,P,N,3.88333333333333
2013-11-28T15:02:58Z,2013-11-28T15:09:08Z,60,0,100,1 ,P,41,P,N,6.16666666666667
2013-11-28T18:20:30Z,2013-11-28T18:28:01Z,52,0,17000,1 ,P,31,PO,N,7.51666666666667
2013-06-01T15:21:26Z,2013-06-01T15:30:16Z,83,0,20,1 ,P,30,N,P,8.83333333333333
2016-04-05T20:45:40Z,2016-04-05T20:48:40Z,22,1,100,1 ,P,55,PO,P,3
2016-04-06T08:58:53Z,2016-04-06T09:02:01Z,27,0,7500,2 ,N,72,PO,N,3.13333333333333
2012-08-29T20:38:26Z,2012-08-29T20:42:59Z,31,0,5000,1 ,P,69,P,PO,4.55
2012-08-30T15:37:36Z,2012-08-30T15:42:54Z,22,0,50,1 ,P,75,PO,P,5.3
2014-09-14T20:12:46Z,2014-09-14T20:16:51Z,24,0,1000,1 ,P,11,PO,N,4.08333333333333
2013-11-15T08:05:20Z,2013-11-15T08:09:24Z,52,0,2500,1 ,P,72,PO,P,4.06666666666667
2015-05-08T18:06:33Z,2015-05-08T18:12:50Z,79,0,2000,1 ,N,14,PO,N,6.28333333333333
2016-07-22T09:04:28Z,2016-07-22T09:09:05Z,64,0,700,1 ,N,71,N,N,4.61666666666667
2012-08-31T19:39:22Z,2012-08-31T19:42:25Z,64,0,0,1 ,P,71,P,P,3.05
2012-09-03T00:29:34Z,2012-09-03T00:36:21Z,24,0,1000,2 ,N,11,PO,N,6.78333333333333
2016-12-19T16:47:09Z,2016-12-19T16:54:46Z,24,0,500,2 ,N,11,P,N,7.61666666666667
2015-05-10T05:21:43Z,2015-05-10T05:25:28Z,64,0,12000,9 ,P,71,N,N,3.75
2013-11-17T11:00:51Z,2013-11-17T11:03:26Z,64,0,1000,9 ,P,71,P,P,2.58333333333333
2017-09-23T16:07:58Z,2017-09-23T16:11:51Z,24,0,4000,1 ,N,11,PO,N,3.88333333333333
2012-09-05T18:56:09Z,2012-09-05T19:01:40Z,27,0,5000,1 ,N,83,PO,N,5.51666666666667
2012-09-07T04:02:33Z,2012-09-07T04:06:55Z,64,0,100,1 ,P,71,P,P,4.36666666666667
2016-07-23T14:10:43Z,2016-07-23T14:17:47Z,64,0,2000,2 ,N,71,P,N,7.06666666666667
2012-09-08T00:00:28Z,2012-09-08T00:06:03Z,22,0,200,1 ,P,76,PO,N,5.58333333333333
2013-11-21T19:34:38Z,2013-11-21T19:39:51Z,24,0,2000,2 ,P,11,PO,N,5.21666666666667
2013-11-21T19:52:22Z,2013-11-21T19:57:32Z,24,0,100,2 ,P,11,PO,N,5.16666666666667
2017-10-21T15:40:59Z,2017-10-21T15:47:08Z,30,0,5000,2 ,P,93,P,PO,6.15
2017-10-21T17:37:19Z,2017-10-21T17:42:11Z,39,0,1500,2 ,N,71,P,N,4.86666666666667
2012-09-09T22:19:13Z,2012-09-09T22:27:10Z,24,1,4000,2 ,P,12,P,P,7.95
2012-09-10T14:21:39Z,2012-09-10T14:25:51Z,64,0,25,1 ,P,71,PO,N,4.2
2017-04-24T21:07:32Z,2017-04-24T21:11:30Z,24,1,5000,2 ,N,11,P,N,3.96666666666667
2013-07-20T01:05:25Z,2013-07-20T01:12:06Z,24,1,5000,2 ,P,11,N,N,6.68333333333333
2013-11-24T13:39:22Z,2013-11-24T13:46:19Z,25,0,2000,2 ,N,83,PO,N,6.95
2013-11-25T10:04:16Z,2013-11-25T10:09:59Z,24,0,5000,1 ,P,11,P,P,5.71666666666667
2012-09-13T21:10:22Z,2012-09-13T21:14:36Z,62,0,100,2 ,P,72,N,N,4.23333333333333
2015-09-19T18:27:57Z,2015-09-19T18:30:54Z,24,0,0,1 ,P,12,PO,N,2.95
2016-12-21T12:11:06Z,2016-12-21T12:18:28Z,24,0,20000,2 ,N,11,N,N,7.36666666666667
2014-09-22T15:36:00Z,2014-09-22T15:39:07Z,24,0,20000,3 ,N,11,PO,N,3.11666666666667
2014-09-23T14:02:20Z,2014-09-23T14:09:41Z,73,0,10000,9 ,P,84,P,P,7.35
2017-07-25T10:31:53Z,2017-07-25T10:33:58Z,58,0,1000,1 ,P,84,PO,P,2.08333333333333
2013-11-28T23:03:33Z,2013-11-28T23:10:33Z,21,0,800,1 ,P,30,N,P,7
2013-11-29T18:15:39Z,2013-11-29T18:18:44Z,24,0,8000,2 ,N,11,N,N,3.08333333333333
2013-11-30T10:38:57Z,2013-11-30T10:43:29Z,21,0,10000,2 ,N,35,P,N,4.53333333333333
2012-09-19T04:01:22Z,2012-09-19T04:07:32Z,93,0,2000,2 ,P,12,N,PO,6.16666666666667
2017-06-28T01:22:38Z,2017-06-28T01:26:56Z,24,0,5000,1 ,N,11,P,P,4.3
2013-12-01T19:17:11Z,2013-12-01T19:22:00Z,27,0,3000,1 ,N,43,N,N,4.81666666666667
2013-08-09T06:15:06Z,2013-08-09T06:18:37Z,11,0,1000,1 ,P,24,PO,P,3.51666666666667
2013-08-15T14:58:32Z,2013-08-15T15:02:40Z,42,0,1000,1 ,P,73,P,P,4.13333333333333
2013-08-16T21:31:33Z,2013-08-16T21:37:20Z,28,0,2000,2 ,P,42,P,N,5.78333333333333
2014-07-12T09:53:14Z,2014-07-12T09:58:03Z,21,0,1500,1 ,N,24,PO,N,4.81666666666667
2015-03-29T16:55:57Z,2015-03-29T16:59:12Z,64,0,25,1 ,P,79,PO,N,3.25
2016-03-04T08:39:04Z,2016-03-04T08:43:50Z,24,0,4000,2 ,N,11,PO,N,4.76666666666667
2017-01-29T22:32:09Z,2017-01-29T22:35:33Z,27,0,1000,1 ,P,43,PO,N,3.4
2015-03-23T11:40:22Z,2015-03-23T11:46:58Z,31,0,500,1 ,P,12,PO,P,6.6
2012-06-04T20:29:41Z,2012-06-04T20:33:44Z,61,0,200,1 ,N,92,P,N,4.05
2012-09-22T01:32:06Z,2012-09-22T01:35:55Z,24,0,100,1 ,P,11,PO,N,3.81666666666667
2012-09-22T04:38:25Z,2012-09-22T04:42:58Z,44,0,100,1 ,P,71,P,N,4.55
2016-07-26T18:02:03Z,2016-07-26T18:07:28Z,24,0,0,1 ,N,11,P,N,5.41666666666667
2012-09-24T23:45:01Z,2012-09-24T23:49:37Z,24,0,200,1 ,N,12,N,N,4.6
2017-07-16T11:41:56Z,2017-07-16T11:48:59Z,79,0,500,11,N,71,P,N,7.05
2013-12-05T16:37:33Z,2013-12-05T16:42:30Z,24,0,0,1 ,N,12,N,N,4.95
2013-12-05T19:41:19Z,2013-12-05T19:47:36Z,81,0,20000,8 ,N,81,N,N,6.28333333333333
2013-12-06T04:41:09Z,2013-12-06T04:46:35Z,22,0,4000,2 ,P,55,N,N,5.43333333333333
2015-11-16T14:53:57Z,2015-11-16T15:00:17Z,24,0,3000,1 ,N,11,PO,N,6.33333333333333
2012-09-27T00:02:31Z,2012-09-27T00:06:04Z,24,0,200,2 ,P,11,P,P,3.55
2012-09-27T13:50:53Z,2012-09-27T13:55:16Z,24,0,10000,2 ,N,19,P,N,4.38333333333333
2015-05-20T08:30:17Z,2015-05-20T08:35:52Z,31,0,0,2 ,P,69,PO,P,5.58333333333333
2013-12-06T18:47:48Z,2013-12-06T18:53:23Z,25,0,25000,2 ,P,51,PO,N,5.58333333333333
2012-09-29T02:50:22Z,2012-09-29T02:54:42Z,64,0,3000,1 ,P,71,P,P,4.33333333333333
2016-04-15T15:48:27Z,2016-04-15T15:55:26Z,24,0,5000,2 ,P,11,P,N,6.98333333333333
2013-12-08T23:42:05Z,2013-12-08T23:49:13Z,24,0,0,1 ,N,12,N,N,7.13333333333333
2012-07-11T14:14:33Z,2012-07-11T14:20:36Z,64,0,1000,2 ,N,71,N,N,6.05
2012-07-13T14:07:21Z,2012-07-13T14:11:53Z,24,0,500,2 ,N,11,PO,N,4.53333333333333
2012-07-14T11:04:10Z,2012-07-14T11:09:50Z,24,1,1000,2 ,N,11,PO,N,5.66666666666667
2015-05-22T12:39:18Z,2015-05-22T12:44:25Z,64,0,750,9 ,P,71,P,P,5.11666666666667
2017-05-19T15:44:20Z,2017-05-19T15:46:50Z,12,0,100,1 ,P,51,P,N,2.5
2012-10-06T00:17:58Z,2012-10-06T00:23:45Z,24,0,2000,2 ,P,11,PO,N,5.78333333333333
2012-10-09T09:53:18Z,2012-10-09T09:59:25Z,24,0,5000,2 ,P,11,PO,P,6.11666666666667
2014-10-05T19:40:07Z,2014-10-05T19:45:47Z,52,0,1000,1 ,P,24,PO,N,5.66666666666667
2012-10-10T02:30:46Z,2012-10-10T02:36:08Z,79,0,1000,1 ,N,29,P,N,5.36666666666667
2013-10-11T14:36:39Z,2013-10-11T14:40:08Z,39,0,0,2 ,P,55,PO,N,3.48333333333333
2015-04-25T18:49:19Z,2015-04-25T18:54:50Z,24,0,2000,1 ,P,11,PO,N,5.51666666666667
2013-12-19T04:23:05Z,2013-12-19T04:28:36Z,21,0,100,1 ,N,71,N,N,5.51666666666667
2012-10-13T13:43:29Z,2012-10-13T13:47:43Z,64,0,0,1 ,P,71,P,P,4.23333333333333
2012-10-13T17:23:20Z,2012-10-13T17:25:44Z,24,0,10000,2 ,N,11,N,N,2.4
2013-10-20T13:35:29Z,2013-10-20T13:40:09Z,24,0,500,1 ,P,11,PO,N,4.66666666666667
2014-09-02T13:50:17Z,2014-09-02T13:54:51Z,61,0,50,1 ,N,28,P,N,4.56666666666667
2014-09-11T10:52:36Z,2014-09-11T10:57:04Z,24,0,50,2 ,P,11,PO,N,4.46666666666667
2015-11-12T16:10:29Z,2015-11-12T16:16:12Z,61,0,500,1 ,N,26,P,N,5.71666666666667
2012-10-14T14:01:21Z,2012-10-14T14:05:23Z,24,0,10000,2 ,P,11,PO,P,4.03333333333333
2017-07-30T09:47:57Z,2017-07-30T09:53:42Z,24,0,5000,2 ,P,11,PO,N,5.75
2017-06-05T08:54:06Z,2017-06-05T08:58:24Z,24,0,5000,2 ,N,12,P,N,4.3
2012-10-18T22:53:46Z,2012-10-18T22:58:59Z,21,0,800,1 ,P,24,P,N,5.21666666666667
2016-12-25T17:49:04Z,2016-12-25T18:00:06Z,24,0,20000,2 ,N,15,P,N,11.0333333333333
2013-12-23T17:46:43Z,2013-12-23T17:51:09Z,12,0,200,2 ,P,33,PO,P,4.43333333333333
2017-05-18T16:32:45Z,2017-05-18T16:35:59Z,24,0,40000,2 ,N,11,PO,N,3.23333333333333
2013-12-11T12:07:45Z,2013-12-11T12:11:07Z,24,0,3000,2 ,N,11,PO,N,3.36666666666667
2016-04-10T15:33:49Z,2016-04-10T15:37:32Z,22,0,100,1 ,N,33,N,N,3.71666666666667
2014-09-24T19:43:48Z,2014-09-24T19:46:50Z,22,0,500,2 ,N,24,PO,P,3.03333333333333
2013-12-08T18:08:48Z,2013-12-08T18:13:26Z,24,0,20,1 ,N,11,P,N,4.63333333333333
2013-12-20T12:53:51Z,2013-12-20T12:59:16Z,61,0,5000,1 ,P,30,PO,N,5.41666666666667
2013-12-15T09:47:31Z,2013-12-15T09:52:24Z,24,0,0,1 ,P,12,PO,N,4.88333333333333
2014-10-09T15:30:37Z,2014-10-09T15:34:42Z,27,0,1000,2 ,N,43,N,N,4.08333333333333
2015-05-28T18:49:55Z,2015-05-28T18:56:52Z,64,0,300,2 ,P,19,P,N,6.95
2015-05-29T14:36:46Z,2015-05-29T14:44:19Z,24,0,3000,2 ,P,11,PO,N,7.55
2015-05-29T17:53:11Z,2015-05-29T17:58:49Z,47,0,10000,1 ,P,81,P,P,5.63333333333333
2012-10-17T21:10:30Z,2012-10-17T21:15:05Z,24,0,5000,2 ,N,11,N,N,4.58333333333333
2012-10-18T23:02:03Z,2012-10-18T23:05:28Z,24,0,5000,2 ,N,11,P,N,3.41666666666667
2013-12-21T21:52:37Z,2013-12-21T22:01:20Z,27,0,2000,2 ,P,43,PO,N,8.71666666666667
2014-10-11T13:30:36Z,2014-10-11T13:34:20Z,24,0,0,1 ,P,12,P,P,3.73333333333333
2016-04-20T08:10:16Z,2016-04-20T08:14:59Z,24,0,80000,2 ,P,11,PO,N,4.71666666666667
2017-06-06T01:36:08Z,2017-06-06T01:41:51Z,24,0,500,1 ,P,49,PO,P,5.71666666666667
2012-10-22T19:45:38Z,2012-10-22T19:51:34Z,42,0,2000,1 ,P,81,PO,P,5.93333333333333
2012-10-22T20:38:02Z,2012-10-22T20:41:11Z,21,0,1,1 ,P,71,PO,N,3.15
2014-10-13T01:39:43Z,2014-10-13T01:44:51Z,70,0,500,1 ,N,71,N,N,5.13333333333333
2013-12-20T17:15:43Z,2013-12-20T17:20:30Z,42,0,50,1 ,P,55,N,N,4.78333333333333
2012-10-18T15:18:25Z,2012-10-18T15:23:22Z,27,0,1500,1 ,P,43,PO,P,4.95
2012-10-24T18:06:51Z,2012-10-24T18:12:02Z,24,0,0,1 ,N,12,P,N,5.18333333333333
2017-06-06T16:26:27Z,2017-06-06T16:31:18Z,29,0,1000,2 ,N,28,P,N,4.85
2016-10-23T16:49:45Z,2016-10-23T16:53:03Z,24,0,50,1 ,P,11,PO,N,3.3
2012-10-26T19:53:31Z,2012-10-26T19:57:17Z,24,0,9500,1 ,P,12,P,N,3.76666666666667
2014-10-15T13:42:22Z,2014-10-15T13:46:05Z,24,0,1000,2 ,P,11,PO,N,3.71666666666667
2015-06-07T17:51:11Z,2015-06-07T17:53:25Z,64,0,1000,1 ,P,71,P,P,2.23333333333333
2015-12-08T02:01:37Z,2015-12-08T02:04:51Z,64,0,200,2 ,P,71,N,N,3.23333333333333
2015-06-02T09:58:35Z,2015-06-02T10:02:48Z,55,0,50,1 ,P,24,PO,N,4.21666666666667
2015-11-27T18:26:12Z,2015-11-27T18:32:42Z,81,0,7000,1 ,P,81,PO,PO,6.5
2014-10-16T20:56:28Z,2014-10-16T21:01:38Z,21,0,100,1 ,P,24,P,P,5.16666666666667
2015-06-03T20:48:14Z,2015-06-03T20:52:11Z,24,0,500,1 ,P,12,PO,P,3.95
2016-10-22T20:23:41Z,2016-10-22T20:28:42Z,53,0,250,1 ,P,36,P,N,5.01666666666667
2012-10-31T12:15:50Z,2012-10-31T12:20:43Z,27,0,1000,1 ,N,43,PO,N,4.88333333333333
2015-06-04T22:19:56Z,2015-06-04T22:26:14Z,50,0,3000,1 ,N,30,P,N,6.3
2016-05-07T16:23:11Z,2016-05-07T16:28:35Z,24,0,0,1 ,P,12,N,N,5.4
2012-12-28T20:29:09Z,2012-12-28T20:33:22Z,22,0,1000,2 ,N,55,N,N,4.21666666666667
2012-12-31T22:49:42Z,2012-12-31T22:53:19Z,21,0,0,1 ,P,76,P,N,3.61666666666667
2013-01-01T08:50:14Z,2013-01-01T08:57:13Z,24,0,2000,2 ,P,19,PO,P,6.98333333333333
2012-11-05T14:46:35Z,2012-11-05T14:51:01Z,11,0,1000,2 ,P,52,N,N,4.43333333333333
2013-12-23T16:46:47Z,2013-12-23T16:52:23Z,21,0,2000,2 ,N,36,P,N,5.6
2015-06-06T12:29:33Z,2015-06-06T12:35:01Z,24,0,10000,2 ,N,11,PO,N,5.46666666666667
2015-06-07T15:17:22Z,2015-06-07T15:22:01Z,24,0,200,1 ,P,11,PO,P,4.65
2012-11-06T20:02:30Z,2012-11-06T20:07:42Z,22,0,2500,2 ,N,71,P,N,5.2
2015-07-03T16:26:51Z,2015-07-03T16:30:54Z,24,0,0,1 ,P,16,P,P,4.05
2017-02-22T20:16:54Z,2017-02-22T20:20:24Z,41,0,50,1 ,P,51,P,P,3.5
2017-01-05T17:15:47Z,2017-01-05T17:19:28Z,55,0,1000,1 ,P,23,N,P,3.68333333333333
2014-12-13T19:11:59Z,2014-12-13T19:17:20Z,21,0,0,1 ,N,36,N,N,5.35
2014-03-13T10:53:59Z,2014-03-13T10:58:08Z,24,0,200,2 ,P,11,PO,N,4.15
2013-12-24T04:04:36Z,2013-12-24T04:10:27Z,53,0,5000,1 ,N,17,P,N,5.85
2016-12-26T23:20:25Z,2016-12-26T23:26:16Z,50,0,5000,1 ,P,32,N,P,5.85
2016-04-27T23:36:34Z,2016-04-27T23:40:38Z,22,0,200,1 ,P,71,PO,N,4.06666666666667
2017-02-27T19:04:17Z,2017-02-27T19:09:51Z,24,0,5000,2 ,N,11,PO,N,5.56666666666667
2014-03-17T09:45:35Z,2014-03-17T09:54:59Z,83,0,15000,1 ,N,81,N,N,9.4
2017-02-16T04:08:11Z,2017-02-16T04:15:01Z,22,0,10,1 ,N,71,P,N,6.83333333333333
2013-12-27T09:14:38Z,2013-12-27T09:19:56Z,24,0,1000,1 ,N,11,N,P,5.3
2012-11-16T15:38:05Z,2012-11-16T15:44:00Z,24,0,500,2 ,P,16,PO,P,5.91666666666667
2015-12-06T01:14:50Z,2015-12-06T01:21:45Z,27,0,500,1 ,N,43,PO,N,6.91666666666667
2016-04-30T19:43:13Z,2016-04-30T19:47:34Z,24,0,300,1 ,N,11,PO,N,4.35
2016-10-25T06:45:13Z,2016-10-25T06:50:04Z,52,0,2000,1 ,P,32,P,N,4.85
2015-12-02T19:44:30Z,2015-12-02T19:49:34Z,27,0,1000,1 ,N,43,P,N,5.06666666666667
2013-12-25T11:48:20Z,2013-12-25T11:52:37Z,24,0,100,1 ,P,11,PO,N,4.28333333333333
