"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"2823",2013-09-08 20:18:43,2013-09-08 20:22:18,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",3.58333333333333
"2824",2016-03-27 10:10:08,2016-03-27 10:14:13,"24 - Cooking Area or Kitchen",0,25000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.08333333333333
"2825",2016-12-16 13:46:21,2016-12-16 13:48:09,"24 - Cooking Area or Kitchen",0,1,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",1.8
"2826",2014-08-31 23:56:09,2014-09-01 00:00:05,"64 - Porch or Balcony",0,2000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","93 - Hot Ashes, Embers, Spark","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.93333333333333
"2827",2012-08-18 07:41:36,2012-08-18 07:46:35,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.98333333333333
"2828",2016-07-21 19:28:10,2016-07-21 19:32:30,"24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.33333333333333
"2829",2014-09-15 14:04:55,2014-09-15 14:09:30,"55 - Mechanical/Electrical Services Room",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.58333333333333
"2830",2016-10-01 01:28:34,2016-10-01 01:34:47,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","49 - Other Appliances","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.21666666666667
"2831",2013-09-23 15:10:57,2013-09-23 15:14:29,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.53333333333333
"2832",2015-04-11 22:23:05,2015-04-11 22:28:30,"64 - Porch or Balcony",0,1000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire",5.41666666666667
"2833",2013-10-02 01:21:40,2013-10-02 01:27:55,"27 - Laundry Area",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.25
"2834",2013-09-11 04:36:55,2013-09-11 04:41:25,"83 - Electrical Systems",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.5
"2835",2015-05-12 20:13:58,2015-05-12 20:18:38,"24 - Cooking Area or Kitchen",0,5500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.66666666666667
"2836",2015-10-12 12:46:14,2015-10-12 12:51:04,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.83333333333333
"2837",2015-10-12 23:11:04,2015-10-12 23:14:59,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","5 - Did not activate: reason unknown",3.91666666666667
"2838",2012-06-20 15:46:59,2012-06-20 15:51:15,"23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","31 - Central Heating/Cooling Unit","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",4.26666666666667
"2839",2013-09-15 12:34:49,2013-09-15 12:39:28,"55 - Mechanical/Electrical Services Room",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",4.65
"2840",2013-09-16 00:35:38,2013-09-16 00:40:37,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",4.98333333333333
"2841",2017-05-14 06:36:46,2017-05-14 06:40:02,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3.26666666666667
"2842",2017-05-14 16:14:52,2017-05-14 16:19:48,"24 - Cooking Area or Kitchen",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.93333333333333
"2843",2017-05-14 20:35:50,2017-05-14 20:40:09,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.31666666666667
"2844",2015-04-07 16:35:08,2015-04-07 16:37:57,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",2.81666666666667
"2845",2013-09-17 11:20:27,2013-09-17 11:24:55,"21 - Living Area (e.g. living, TV, recreation, etc)",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","17 - Wood burning stove","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.46666666666667
"2846",2013-03-31 00:37:58,2013-03-31 00:44:45,"73 - Parking Area, Parking Lot",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","56 - Halogen Lamp or light","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",6.78333333333333
"2847",2017-07-29 14:27:40,2017-07-29 14:32:28,"24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.8
"2848",2015-05-15 05:46:57,2015-05-15 05:52:33,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",5.6
"2849",2015-11-14 12:46:38,2015-11-14 12:49:49,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",3.18333333333333
"2850",2016-12-10 19:01:19,2016-12-10 19:11:50,"24 - Cooking Area or Kitchen",0,3000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",10.5166666666667
"2851",2012-06-25 10:37:51,2012-06-25 10:42:01,"27 - Laundry Area",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.16666666666667
"2852",2013-09-18 23:09:56,2013-09-18 23:15:14,"18 - Covered Court, Atrium, mall concourse",0,4000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",5.3
"2853",2012-09-27 06:25:34,2012-09-27 06:31:11,"42 - Garage",0,100,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.61666666666667
"2854",2016-07-27 20:30:49,2016-07-27 20:35:50,"24 - Cooking Area or Kitchen",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","3 - Did not activate: fire too small to trigger system",5.01666666666667
"2855",2015-04-09 09:29:16,2015-04-09 09:35:19,"24 - Cooking Area or Kitchen",1,100,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.05
"2856",2015-04-10 05:10:29,2015-04-10 05:14:35,"83 - Electrical Systems",0,50000,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.1
"2857",2012-10-08 10:42:39,2012-10-08 10:48:59,"24 - Cooking Area or Kitchen",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","5 - Did not activate: reason unknown",6.33333333333333
"2858",2014-08-07 21:02:44,2014-08-07 21:07:22,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.63333333333333
"2859",2013-09-20 19:02:04,2013-09-20 19:06:45,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.68333333333333
"2860",2013-03-31 01:02:46,2013-03-31 01:09:54,"72 - Court, Patio, Terrace",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",7.13333333333333
"2861",2015-07-31 13:42:32,2015-07-31 13:47:51,"73 - Parking Area, Parking Lot",0,150,"1 - Confined to object of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.31666666666667
"2862",2013-12-17 13:34:27,2013-12-17 13:40:12,"24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",5.75
"2863",2014-10-11 19:15:01,2014-10-11 19:19:28,"24 - Cooking Area or Kitchen",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.45
"2864",2013-09-21 19:09:54,2013-09-21 19:14:02,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.13333333333333
"2865",2013-09-21 22:25:05,2013-09-21 22:29:27,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10,"1 - Confined to object of origin","2 - No Fire alarm system","51 - Incandescent Lamp - Light Bulb, Spotlight","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.36666666666667
"2866",2016-07-10 20:14:55,2016-07-10 20:17:57,"64 - Porch or Balcony",0,1500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","14 - Open Fired Barbeque - Fixed or Portable","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","3 - Did not activate: fire too small to trigger system",3.03333333333333
"2867",2016-10-02 01:56:52,2016-10-02 02:00:41,"64 - Porch or Balcony",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.81666666666667
"2868",2015-10-16 13:55:44,2015-10-16 13:59:48,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","72 - Cutting/Welding Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.06666666666667
"2869",2015-04-10 23:38:40,2015-04-10 23:44:34,"24 - Cooking Area or Kitchen",1,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.9
"2870",2013-09-22 17:22:15,2013-09-22 17:27:32,"24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.28333333333333
"2871",2013-09-23 00:06:59,2013-09-23 00:11:44,"24 - Cooking Area or Kitchen",0,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.75
"2872",2013-09-23 06:38:33,2013-09-23 06:42:35,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.03333333333333
"2873",2013-09-24 21:01:12,2013-09-24 21:06:30,"24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire",5.3
"2874",2013-09-25 01:01:15,2013-09-25 01:05:44,"64 - Porch or Balcony",0,5000,"1 - Confined to object of origin","2 - No Fire alarm system","73 - Blow Torch, Bunsen Burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.48333333333333
"2875",2014-08-10 04:47:59,2014-08-10 04:52:09,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.16666666666667
"2876",2014-08-10 22:06:28,2014-08-10 22:11:46,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire",5.3
"2877",2012-07-02 11:51:36,2012-07-02 11:55:31,"64 - Porch or Balcony",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.91666666666667
"2878",2014-08-12 00:45:56,2014-08-12 00:53:36,"72 - Court, Patio, Terrace",0,35000,"8 - Entire Structure","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",7.66666666666667
"2879",2012-12-18 18:59:48,2012-12-18 19:06:20,"24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","14 - Open Fired Barbeque - Fixed or Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.53333333333333
"2880",2013-09-28 05:17:01,2013-09-28 05:25:16,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",8.25
"2881",2012-07-07 17:10:25,2012-07-07 17:17:11,"24 - Cooking Area or Kitchen",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",6.76666666666667
"2882",2012-10-30 12:46:27,2012-10-30 12:49:49,"24 - Cooking Area or Kitchen",1,1500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.36666666666667
"2883",2014-10-19 14:57:58,2014-10-19 15:01:17,"24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.31666666666667
"2884",2015-11-30 18:52:14,2015-11-30 18:57:46,"24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.53333333333333
"2885",2012-07-09 13:33:01,2012-07-09 13:39:20,"24 - Cooking Area or Kitchen",0,600,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.31666666666667
"2886",2014-10-24 09:26:20,2014-10-24 09:30:13,"61 - Exterior Wall",0,2000,"1 - Confined to object of origin","2 - No Fire alarm system","72 - Cutting/Welding Equipment","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.88333333333333
"2887",2014-10-26 10:43:55,2014-10-26 10:49:19,"24 - Cooking Area or Kitchen",0,6000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.4
"2888",2012-11-23 07:49:44,2012-11-23 07:55:52,"24 - Cooking Area or Kitchen",0,500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.13333333333333
"2889",2012-12-03 11:43:26,2012-12-03 11:48:29,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","72 - Cutting/Welding Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.05
"2890",2014-11-07 17:12:48,2014-11-07 17:17:08,"27 - Laundry Area",0,2500,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.33333333333333
"2891",2016-12-30 18:49:39,2016-12-30 18:53:20,"24 - Cooking Area or Kitchen",0,3500,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",3.68333333333333
"2892",2016-05-03 08:32:50,2016-05-03 08:36:50,"29 - Electronic Equipment",0,1500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","42 - Television, Radio, Stereo, Tape Recorder, etc.","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4
"2893",2016-05-03 10:08:38,2016-05-03 10:13:27,"75 - Trash, rubbish area (outside)",0,3000,"1 - Confined to object of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.81666666666667
"2894",2012-07-11 12:14:40,2012-07-11 12:20:05,"42 - Garage",0,20000,"1 - Confined to object of origin","1 -  Fire alarm system present","20 - Service/Utility Lines (includes power/hydro transmission lines)","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",5.41666666666667
"2895",2012-07-26 13:59:29,2012-07-26 14:03:49,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.33333333333333
"2896",2012-07-11 07:37:10,2012-07-11 07:42:32,"24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.36666666666667
"2897",2014-11-24 17:15:06,2014-11-24 17:20:04,"62 - Roof",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","31 - Central Heating/Cooling Unit","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.96666666666667
"2898",2013-01-23 16:15:12,2013-01-23 16:20:26,"24 - Cooking Area or Kitchen",0,50,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.23333333333333
"2899",2012-07-11 09:16:34,2012-07-11 09:21:19,"62 - Roof",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.75
"2900",2014-11-16 04:48:04,2014-11-16 04:55:14,"52 - HVAC Equipment Room (furnace room, water heater closet, boiler)",0,200,"1 - Confined to object of origin","2 - No Fire alarm system","29 - Extension Cord, Temporary Wiring","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",7.16666666666667
"2901",2013-10-03 15:20:18,2013-10-03 15:24:30,"62 - Roof",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.2
"2902",2015-10-21 18:33:53,2015-10-21 18:38:17,"24 - Cooking Area or Kitchen",2,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.4
"2903",2012-07-13 18:58:59,2012-07-13 19:03:55,"24 - Cooking Area or Kitchen",1,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.93333333333333
"2904",2013-10-07 09:06:44,2013-10-07 09:11:50,"64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.1
"2905",2016-10-06 09:23:20,2016-10-06 09:31:43,"27 - Laundry Area",0,7000,"1 - Confined to object of origin","2 - No Fire alarm system","43 - Clothes Dryer","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",8.38333333333333
"2906",2013-01-10 12:57:13,2013-01-10 13:02:26,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","69 - Other Processing Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.21666666666667
"2907",2013-01-13 18:41:53,2013-01-13 18:46:06,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.21666666666667
"2908",2017-02-05 02:07:41,2017-02-05 02:13:33,"27 - Laundry Area",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.86666666666667
"2909",2017-06-27 13:02:27,2017-06-27 13:08:59,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","20 - Service/Utility Lines (includes power/hydro transmission lines)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.53333333333333
"2910",2016-08-15 21:13:07,2016-08-15 21:17:27,"24 - Cooking Area or Kitchen",1,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.33333333333333
"2911",2013-01-20 17:27:04,2013-01-20 17:32:02,"39 - Other Functional Area",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","3 - Did not activate: fire too small to trigger system",4.96666666666667
"2912",2015-04-19 12:16:30,2015-04-19 12:19:46,"53 - Chimney/Flue Pipe",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","17 - Wood burning stove","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.26666666666667
"2913",2015-04-19 23:07:40,2015-04-19 23:12:05,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.41666666666667
"2914",2015-04-20 15:10:58,2015-04-20 15:15:34,"24 - Cooking Area or Kitchen",0,1500,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.6
